region,year,sector,value,country
,2017,GDP,"1200000000,00",MNP
,2010,Agriculture,"0,00",MNP
,2017,Agriculture,"0,00",MNP
,2010,Industry,"0,00",MNP
,2017,Industry,"0,00",MNP
,2010,Manufacturing,"0,00",MNP
,2017,Manufacturing,"0,00",MNP
,2010,Services(value added),"0,00",MNP
,2017,Services(value added),"0,00",MNP
,2010,GDP,"429100000000,00",NOR
,2017,GDP,"398800000000,00",NOR
,2010,Agriculture,"8582000000,00",NOR
,2017,Agriculture,"7976000000,00",NOR
,2010,Industry,"150185000000,00",NOR
,2017,Industry,"119640000000,00",NOR
,2010,Manufacturing,"30037000000,00",NOR
,2017,Manufacturing,"27916000000,00",NOR
,2010,Services(value added),"226564800000,00",NOR
,2017,Services(value added),"226518400000,00",NOR
,2010,GDP,"58600000000,00",OMN
,2017,GDP,"72600000000,00",OMN
,2010,Agriculture,"586000000,00",OMN
,2017,Agriculture,"1452000000,00",OMN
,2010,Industry,"37504000000,00",OMN
,2017,Industry,"34122000000,00",OMN
,2010,Manufacturing,"6446000000,00",OMN
,2017,Manufacturing,"5808000000,00",OMN
,2010,Services(value added),"16056400000,00",OMN
,2017,Services(value added),"31726200000,00",OMN
,2010,GDP,"177400000000,00",PAK
,2017,GDP,"305000000000,00",PAK
,2010,Agriculture,"40802000000,00",PAK
,2017,Agriculture,"70150000000,00",PAK
,2010,Industry,"35480000000,00",PAK
,2017,Industry,"54900000000,00",PAK
,2010,Manufacturing,"23062000000,00",PAK
,2017,Manufacturing,"36600000000,00",PAK
,2010,Services(value added),"93667200000,00",PAK
,2017,Services(value added),"161955000000,00",PAK
,2010,GDP,"200000000,00",PLW
,2017,GDP,"300000000,00",PLW
,2010,Agriculture,"8000000,00",PLW
,2017,Agriculture,"9000000,00",PLW
,2010,Industry,"20000000,00",PLW
,2017,Industry,"27000000,00",PLW
,2010,Manufacturing,"2000000,00",PLW
,2017,Manufacturing,"3000000,00",PLW
,2010,Services(value added),"0,00",PLW
,2017,Services(value added),"0,00",PLW
,2010,GDP,"29400000000,00",PAN
,2017,GDP,"61800000000,00",PAN
,2010,Agriculture,"1176000000,00",PAN
,2017,Agriculture,"1236000000,00",PAN
,2010,Industry,"5586000000,00",PAN
,2017,Industry,"17922000000,00",PAN
,2010,Manufacturing,"2058000000,00",PAN
,2017,Manufacturing,"3708000000,00",PAN
,2010,Services(value added),"21432600000,00",PAN
,2017,Services(value added),"40293600000,00",PAN
,2010,GDP,"14300000000,00",PNG
,2017,GDP,"21100000000,00",PNG
,2010,Agriculture,"2860000000,00",PNG
,2017,Agriculture,"0,00",PNG
,2010,Industry,"4719000000,00",PNG
,2017,Industry,"0,00",PNG
,2010,Manufacturing,"286000000,00",PNG
,2017,Manufacturing,"0,00",PNG
,2010,Services(value added),"0,00",PNG
,2017,Services(value added),"0,00",PNG
,2010,GDP,"20000000000,00",PRY
,2017,GDP,"29700000000,00",PRY
,2010,Agriculture,"4000000000,00",PRY
,2017,Agriculture,"5346000000,00",PRY
,2010,Industry,"5400000000,00",PRY
,2017,Industry,"8019000000,00",PRY
,2010,Manufacturing,"2200000000,00",PRY
,2017,Manufacturing,"3267000000,00",PRY
,2010,Services(value added),"8560000000,00",PRY
,2017,Services(value added),"13513500000,00",PRY
,2010,GDP,"147500000000,00",PER
,2017,GDP,"211400000000,00",PER
,2010,Agriculture,"10325000000,00",PER
,2017,Agriculture,"14798000000,00",PER
,2010,Industry,"53100000000,00",PER
,2017,Industry,"63420000000,00",PER
,2010,Manufacturing,"23600000000,00",PER
,2017,Manufacturing,"27482000000,00",PER
,2010,Services(value added),"72127500000,00",PER
,2017,Services(value added),"116692800000,00",PER
,2010,GDP,"199600000000,00",PHL
,2017,GDP,"313600000000,00",PHL
,2010,Agriculture,"23952000000,00",PHL
,2017,Agriculture,"31360000000,00",PHL
,2010,Industry,"65868000000,00",PHL
,2017,Industry,"94080000000,00",PHL
,2010,Manufacturing,"41916000000,00",PHL
,2017,Manufacturing,"59584000000,00",PHL
,2010,Services(value added),"109979600000,00",PHL
,2017,Services(value added),"187846400000,00",PHL
,2010,GDP,"479300000000,00",POL
,2017,GDP,"524500000000,00",POL
,2010,Agriculture,"14379000000,00",POL
,2017,Agriculture,"10490000000,00",POL
,2010,Industry,"138997000000,00",POL
,2017,Industry,"146860000000,00",POL
,2010,Manufacturing,"76688000000,00",POL
,2017,Manufacturing,"94410000000,00",POL
,2010,Services(value added),"269366600000,00",POL
,2017,Services(value added),"305783500000,00",POL
,2010,GDP,"238300000000,00",PRT
,2017,GDP,"217600000000,00",PRT
,2010,Agriculture,"4766000000,00",PRT
,2017,Agriculture,"4352000000,00",PRT
,2010,Industry,"47660000000,00",PRT
,2017,Industry,"41344000000,00",PRT
,2010,Manufacturing,"28596000000,00",PRT
,2017,Manufacturing,"26112000000,00",PRT
,2010,Services(value added),"157754600000,00",PRT
,2017,Services(value added),"141875200000,00",PRT
,2010,GDP,"98400000000,00",PRI
,2017,GDP,"105000000000,00",PRI
,2010,Agriculture,"984000000,00",PRI
,2017,Agriculture,"1050000000,00",PRI
,2010,Industry,"50184000000,00",PRI
,2017,Industry,"52500000000,00",PRI
,2010,Manufacturing,"46248000000,00",PRI
,2017,Manufacturing,"49350000000,00",PRI
,2010,Services(value added),"0,00",PRI
,2017,Services(value added),"0,00",PRI
,2010,GDP,"125100000000,00",QAT
,2017,GDP,"167600000000,00",QAT
,2010,Agriculture,"0,00",QAT
,2017,Agriculture,"0,00",QAT
,2010,Industry,"118845000000,00",QAT
,2017,Industry,"87152000000,00",QAT
,2010,Manufacturing,"16263000000,00",QAT
,2017,Manufacturing,"15084000000,00",QAT
,2010,Services(value added),"33401700000,00",QAT
,2017,Services(value added),"80280400000,00",QAT
,2010,GDP,"166700000000,00",ROU
,2017,GDP,"211800000000,00",ROU
,2010,Agriculture,"8335000000,00",ROU
,2017,Agriculture,"8472000000,00",ROU
,2010,Industry,"61679000000,00",ROU
,2017,Industry,"63540000000,00",ROU
,2010,Manufacturing,"38341000000,00",ROU
,2017,Manufacturing,"42360000000,00",ROU
,2010,Services(value added),"77015400000,00",ROU
,2017,Services(value added),"119031600000,00",ROU
,2010,GDP,"1524900000000,00",RUS
,2017,GDP,"1577500000000,00",RUS
,2010,Agriculture,"45747000000,00",RUS
,2017,Agriculture,"63100000000,00",RUS
,2010,Industry,"457470000000,00",RUS
,2017,Industry,"473250000000,00",RUS
,2010,Manufacturing,"198237000000,00",RUS
,2017,Manufacturing,"189300000000,00",RUS
,2010,Services(value added),"809721900000,00",RUS
,2017,Services(value added),"886555000000,00",RUS
,2010,GDP,"5800000000,00",RWA
,2017,GDP,"9100000000,00",RWA
,2010,Agriculture,"1682000000,00",RWA
,2017,Agriculture,"2821000000,00",RWA
,2010,Industry,"870000000,00",RWA
,2017,Industry,"1456000000,00",RWA
,2010,Manufacturing,"348000000,00",RWA
,2017,Manufacturing,"546000000,00",RWA
,2010,Services(value added),"2865200000,00",RWA
,2017,Services(value added),"4222400000,00",RWA
,2010,GDP,"600000000,00",WSM
,2017,GDP,"900000000,00",WSM
,2010,Agriculture,"60000000,00",WSM
,2017,Agriculture,"99000000,00",WSM
,2010,Industry,"156000000,00",WSM
,2017,Industry,"198000000,00",WSM
,2010,Manufacturing,"72000000,00",WSM
,2017,Manufacturing,"90000000,00",WSM
,2010,Services(value added),"0,00",WSM
,2017,Services(value added),"0,00",WSM
,2010,GDP,"2100000000,00",SMR
,2017,GDP,"1700000000,00",SMR
,2010,Agriculture,"0,00",SMR
,2017,Agriculture,"0,00",SMR
,2010,Industry,"0,00",SMR
,2017,Industry,"0,00",SMR
,2010,Manufacturing,"0,00",SMR
,2017,Manufacturing,"0,00",SMR
,2010,Services(value added),"0,00",SMR
,2017,Services(value added),"0,00",SMR
,2010,GDP,"200000000,00",STP
,2017,GDP,"400000000,00",STP
,2010,Agriculture,"22000000,00",STP
,2017,Agriculture,"44000000,00",STP
,2010,Industry,"34000000,00",STP
,2017,Industry,"60000000,00",STP
,2010,Manufacturing,"16000000,00",STP
,2017,Manufacturing,"28000000,00",STP
,2010,Services(value added),"134200000,00",STP
,2017,Services(value added),"285600000,00",STP
,2010,GDP,"528200000000,00",SAU
,2017,GDP,"683800000000,00",SAU
,2010,Agriculture,"15846000000,00",SAU
,2017,Agriculture,"20514000000,00",SAU
,2010,Industry,"306356000000,00",SAU
,2017,Industry,"307710000000,00",SAU
,2010,Manufacturing,"58102000000,00",SAU
,2017,Manufacturing,"88894000000,00",SAU
,2010,Services(value added),"205998000000,00",SAU
,2017,Services(value added),"358995000000,00",SAU
,2010,GDP,"12900000000,00",SEN
,2017,GDP,"16400000000,00",SEN
,2010,Agriculture,"1935000000,00",SEN
,2017,Agriculture,"2460000000,00",SEN
,2010,Industry,"2580000000,00",SEN
,2017,Industry,"3444000000,00",SEN
,2010,Manufacturing,"1548000000,00",SEN
,2017,Manufacturing,"1804000000,00",SEN
,2010,Services(value added),"6953100000,00",SEN
,2017,Services(value added),"8823200000,00",SEN
,2010,GDP,"39500000000,00",SRB
,2017,GDP,"41400000000,00",SRB
,2010,Agriculture,"3555000000,00",SRB
,2017,Agriculture,"2484000000,00",SRB
,2010,Industry,"9480000000,00",SRB
,2017,Industry,"10764000000,00",SRB
,2010,Manufacturing,"5530000000,00",SRB
,2017,Manufacturing,"6624000000,00",SRB
,2010,Services(value added),"20224000000,00",SRB
,2017,Services(value added),"20700000000,00",SRB
,2010,GDP,"2600000000,00",SLE
,2017,GDP,"3800000000,00",SLE
,2010,Agriculture,"1378000000,00",SLE
,2017,Agriculture,"2280000000,00",SLE
,2010,Industry,"208000000,00",SLE
,2017,Industry,"190000000,00",SLE
,2010,Manufacturing,"52000000,00",SLE
,2017,Manufacturing,"76000000,00",SLE
,2010,Services(value added),"917800000,00",SLE
,2017,Services(value added),"1231200000,00",SLE
,2010,GDP,"236400000000,00",SGP
,2017,GDP,"323900000000,00",SGP
,2010,Agriculture,"0,00",SGP
,2017,Agriculture,"0,00",SGP
,2010,Industry,"61464000000,00",SGP
,2017,Industry,"74497000000,00",SGP
,2010,Manufacturing,"47280000000,00",SGP
,2017,Manufacturing,"58302000000,00",SGP
,2010,Services(value added),"161461200000,00",SGP
,2017,Services(value added),"228025600000,00",SGP
,2010,GDP,"0,00",Dutch part)(SXM
,2017,GDP,"0,00",Dutch part)(SXM
,2010,Agriculture,"0,00",Dutch part)(SXM
,2017,Agriculture,"0,00",Dutch part)(SXM
,2010,Industry,"0,00",Dutch part)(SXM
,2017,Industry,"0,00",Dutch part)(SXM
,2010,Manufacturing,"0,00",Dutch part)(SXM
,2017,Manufacturing,"0,00",Dutch part)(SXM
,2010,Services(value added),"0,00",Dutch part)(SXM
,2017,Services(value added),"0,00",Dutch part)(SXM
,2010,GDP,"89500000000,00",SVK
,2017,GDP,"95800000000,00",SVK
,2010,Agriculture,"2685000000,00",SVK
,2017,Agriculture,"2874000000,00",SVK
,2010,Industry,"28640000000,00",SVK
,2017,Industry,"29698000000,00",SVK
,2010,Manufacturing,"17005000000,00",SVK
,2017,Manufacturing,"19160000000,00",SVK
,2010,Services(value added),"50388500000,00",SVK
,2017,Services(value added),"53552200000,00",SVK
,2010,GDP,"48000000000,00",SVN
,2017,GDP,"48800000000,00",SVN
,2010,Agriculture,"960000000,00",SVN
,2017,Agriculture,"976000000,00",SVN
,2010,Industry,"12960000000,00",SVN
,2017,Industry,"14152000000,00",SVN
,2010,Manufacturing,"8640000000,00",SVN
,2017,Manufacturing,"10248000000,00",SVN
,2010,Services(value added),"28176000000,00",SVN
,2017,Services(value added),"27523200000,00",SVN
,2010,GDP,"700000000,00",SLB
,2017,GDP,"1300000000,00",SLB
,2010,Agriculture,"0,00",SLB
,2017,Agriculture,"0,00",SLB
,2010,Industry,"0,00",SLB
,2017,Industry,"0,00",SLB
,2010,Manufacturing,"0,00",SLB
,2017,Manufacturing,"0,00",SLB
,2010,Services(value added),"0,00",SLB
,2017,Services(value added),"0,00",SLB
,2010,GDP,"0,00",SOM
,2017,GDP,"7400000000,00",SOM
,2010,Agriculture,"0,00",SOM
,2017,Agriculture,"0,00",SOM
,2010,Industry,"0,00",SOM
,2017,Industry,"0,00",SOM
,2010,Manufacturing,"0,00",SOM
,2017,Manufacturing,"0,00",SOM
,2010,Services(value added),"0,00",SOM
,2017,Services(value added),"0,00",SOM
,2010,GDP,"17300000000,00",SSD
,2017,GDP,"2900000000,00",SSD
,2010,Agriculture,"0,00",SSD
,2017,Agriculture,"0,00",SSD
,2010,Industry,"0,00",SSD
,2017,Industry,"0,00",SSD
,2010,Manufacturing,"0,00",SSD
,2017,Manufacturing,"0,00",SSD
,2010,Services(value added),"0,00",SSD
,2017,Services(value added),"0,00",SSD
,2010,GDP,"1431600000000,00",ESP
,2017,GDP,"1311300000000,00",ESP
,2010,Agriculture,"28632000000,00",ESP
,2017,Agriculture,"39339000000,00",ESP
,2010,Industry,"343584000000,00",ESP
,2017,Industry,"288486000000,00",ESP
,2010,Manufacturing,"171792000000,00",ESP
,2017,Manufacturing,"170469000000,00",ESP
,2010,Services(value added),"936266400000,00",ESP
,2017,Services(value added),"870703200000,00",ESP
,2010,GDP,"56700000000,00",LKA
,2017,GDP,"87200000000,00",LKA
,2010,Agriculture,"4536000000,00",LKA
,2017,Agriculture,"6976000000,00",LKA
,2010,Industry,"15309000000,00",LKA
,2017,Industry,"23544000000,00",LKA
,2010,Manufacturing,"11340000000,00",LKA
,2017,Manufacturing,"16568000000,00",LKA
,2010,Services(value added),"30958200000,00",LKA
,2017,Services(value added),"48657600000,00",LKA
,2010,GDP,"700000000,00",KNA
,2017,GDP,"900000000,00",KNA
,2010,Agriculture,"7000000,00",KNA
,2017,Agriculture,"9000000,00",KNA
,2010,Industry,"175000000,00",KNA
,2017,Industry,"225000000,00",KNA
,2010,Manufacturing,"63000000,00",KNA
,2017,Manufacturing,"45000000,00",KNA
,2010,Services(value added),"436800000,00",KNA
,2017,Services(value added),"548100000,00",KNA
,2010,GDP,"1400000000,00",LCA
,2017,GDP,"1700000000,00",LCA
,2010,Agriculture,"28000000,00",LCA
,2017,Agriculture,"34000000,00",LCA
,2010,Industry,"168000000,00",LCA
,2017,Industry,"187000000,00",LCA
,2010,Manufacturing,"42000000,00",LCA
,2017,Manufacturing,"34000000,00",LCA
,2010,Services(value added),"1050000000,00",LCA
,2017,Services(value added),"1261400000,00",LCA
,2010,GDP,"0,00",French part)(MAF
,2017,GDP,"0,00",French part)(MAF
,2010,Agriculture,"0,00",French part)(MAF
,2017,Agriculture,"0,00",French part)(MAF
,2010,Industry,"0,00",French part)(MAF
,2017,Industry,"0,00",French part)(MAF
,2010,Manufacturing,"0,00",French part)(MAF
,2017,Manufacturing,"0,00",French part)(MAF
,2010,Services(value added),"0,00",French part)(MAF
,2017,Services(value added),"0,00",French part)(MAF
,2010,GDP,"700000000,00",VCT
,2017,GDP,"800000000,00",VCT
,2010,Agriculture,"42000000,00",VCT
,2017,Agriculture,"56000000,00",VCT
,2010,Industry,"112000000,00",VCT
,2017,Industry,"120000000,00",VCT
,2010,Manufacturing,"35000000,00",VCT
,2017,Manufacturing,"40000000,00",VCT
,2010,Services(value added),"442400000,00",VCT
,2017,Services(value added),"498400000,00",VCT
,2010,GDP,"65600000000,00",SDN
,2017,GDP,"117500000000,00",SDN
,2010,Agriculture,"15088000000,00",SDN
,2017,Agriculture,"35250000000,00",SDN
,2010,Industry,"17712000000,00",SDN
,2017,Industry,"2350000000,00",SDN
,2010,Manufacturing,"3936000000,00",SDN
,2017,Manufacturing,"0,00",SDN
,2010,Services(value added),"29192000000,00",SDN
,2017,Services(value added),"54990000000,00",SDN
,2010,GDP,"4400000000,00",SUR
,2017,GDP,"3300000000,00",SUR
,2010,Agriculture,"440000000,00",SUR
,2017,Agriculture,"297000000,00",SUR
,2010,Industry,"1540000000,00",SUR
,2017,Industry,"1056000000,00",SUR
,2010,Manufacturing,"924000000,00",SUR
,2017,Manufacturing,"396000000,00",SUR
,2010,Services(value added),"2103200000,00",SUR
,2017,Services(value added),"1755600000,00",SUR
,2010,GDP,"488400000000,00",SWE
,2017,GDP,"538000000000,00",SWE
,2010,Agriculture,"4884000000,00",SWE
,2017,Agriculture,"5380000000,00",SWE
,2010,Industry,"122100000000,00",SWE
,2017,Industry,"118360000000,00",SWE
,2010,Manufacturing,"78144000000,00",SWE
,2017,Manufacturing,"75320000000,00",SWE
,2010,Services(value added),"298412400000,00",SWE
,2017,Services(value added),"350776000000,00",SWE
,2010,GDP,"583800000000,00",CHE
,2017,GDP,"678900000000,00",CHE
,2010,Agriculture,"5838000000,00",CHE
,2017,Agriculture,"6789000000,00",CHE
,2010,Industry,"151788000000,00",CHE
,2017,Industry,"169725000000,00",CHE
,2010,Manufacturing,"110922000000,00",CHE
,2017,Manufacturing,"122202000000,00",CHE
,2010,Services(value added),"408660000000,00",CHE
,2017,Services(value added),"483376800000,00",CHE
,2010,GDP,"0,00",SYR
,2017,GDP,"0,00",SYR
,2010,Agriculture,"0,00",SYR
,2017,Agriculture,"0,00",SYR
,2010,Industry,"0,00",SYR
,2017,Industry,"0,00",SYR
,2010,Manufacturing,"0,00",SYR
,2017,Manufacturing,"0,00",SYR
,2010,Services(value added),"0,00",SYR
,2017,Services(value added),"0,00",SYR
,2010,GDP,"5600000000,00",TJK
,2017,GDP,"7100000000,00",TJK
,2010,Agriculture,"1120000000,00",TJK
,2017,Agriculture,"1420000000,00",TJK
,2010,Industry,"1400000000,00",TJK
,2017,Industry,"1917000000,00",TJK
,2010,Manufacturing,"560000000,00",TJK
,2017,Manufacturing,"710000000,00",TJK
,2010,Services(value added),"2525600000,00",TJK
,2017,Services(value added),"3003300000,00",TJK
,2017,GDP,"455200000000,00",THA
,2010,Agriculture,"37521000000,00",THA
,2017,Agriculture,"40968000000,00",THA
,2010,Industry,"136440000000,00",THA
,2017,Industry,"159320000000,00",THA
,2010,Manufacturing,"105741000000,00",THA
,2017,Manufacturing,"122904000000,00",THA
,2010,Services(value added),"168844500000,00",THA
,2017,Services(value added),"256277600000,00",THA
,2010,GDP,"4000000000,00",TLS
,2017,GDP,"3000000000,00",TLS
,2010,Agriculture,"240000000,00",TLS
,2017,Agriculture,"330000000,00",TLS
,2010,Industry,"3160000000,00",TLS
,2017,Industry,"1350000000,00",TLS
,2010,Manufacturing,"0,00",TLS
,2017,Manufacturing,"30000000,00",TLS
,2010,Services(value added),"608000000,00",TLS
,2017,Services(value added),"1299000000,00",TLS
,2010,GDP,"3200000000,00",TGO
,2017,GDP,"4800000000,00",TGO
,2010,Agriculture,"992000000,00",TGO
,2017,Agriculture,"1968000000,00",TGO
,2010,Industry,"512000000,00",TGO
,2017,Industry,"816000000,00",TGO
,2010,Manufacturing,"256000000,00",TGO
,2017,Manufacturing,"192000000,00",TGO
,2010,Services(value added),"1689600000,00",TGO
,2017,Services(value added),"1430400000,00",TGO
,2010,GDP,"400000000,00",TON
,2017,GDP,"400000000,00",TON
,2010,Agriculture,"64000000,00",TON
,2017,Agriculture,"68000000,00",TON
,2010,Industry,"72000000,00",TON
,2017,Industry,"68000000,00",TON
,2010,Manufacturing,"24000000,00",TON
,2017,Manufacturing,"24000000,00",TON
,2010,Services(value added),"0,00",TON
,2017,Services(value added),"0,00",TON
,2010,GDP,"22200000000,00",TTO
,2017,GDP,"22100000000,00",TTO
,2010,Agriculture,"222000000,00",TTO
,2017,Agriculture,"0,00",TTO
,2010,Industry,"10212000000,00",TTO
,2017,Industry,"8398000000,00",TTO
,2010,Manufacturing,"4218000000,00",TTO
,2017,Manufacturing,"3978000000,00",TTO
,2010,Services(value added),"10944600000,00",TTO
,2017,Services(value added),"13171600000,00",TTO
,2010,GDP,"44100000000,00",TUN
,2017,GDP,"40300000000,00",TUN
,2010,Agriculture,"3528000000,00",TUN
,2017,Agriculture,"3627000000,00",TUN
,2010,Industry,"12789000000,00",TUN
,2017,Industry,"9672000000,00",TUN
,2010,Manufacturing,"7497000000,00",TUN
,2017,Manufacturing,"6045000000,00",TUN
,2010,Services(value added),"0,00",TUN
,2017,Services(value added),"0,00",TUN
,2010,GDP,"771900000000,00",TUR
,2017,GDP,"851100000000,00",TUR
,2010,Agriculture,"69471000000,00",TUR
,2017,Agriculture,"51066000000,00",TUR
,2010,Industry,"192975000000,00",TUR
,2017,Industry,"246819000000,00",TUR
,2010,Manufacturing,"115785000000,00",TUR
,2017,Manufacturing,"153198000000,00",TUR
,2010,Services(value added),"419141700000,00",TUR
,2017,Services(value added),"453636300000,00",TUR
,2010,GDP,"22600000000,00",TKM
,2017,GDP,"42400000000,00",TKM
,2010,Agriculture,"2486000000,00",TKM
,2017,Agriculture,"3816000000,00",TKM
,2010,Industry,"13334000000,00",TKM
,2017,Industry,"24168000000,00",TKM
,2010,Manufacturing,"0,00",TKM
,2017,Manufacturing,"0,00",TKM
,2010,Services(value added),"6350600000,00",TKM
,2017,Services(value added),"0,00",TKM
,2010,GDP,"0,00",TCA
,2017,GDP,"0,00",TCA
,2010,Agriculture,"0,00",TCA
,2017,Agriculture,"0,00",TCA
,2010,Industry,"0,00",TCA
,2017,Industry,"0,00",TCA
,2010,Manufacturing,"0,00",TCA
,2017,Manufacturing,"0,00",TCA
,2010,Services(value added),"0,00",TCA
,2017,Services(value added),"0,00",TCA
,2010,GDP,"0,00",TUV
,2017,GDP,"0,00",TUV
,2010,Agriculture,"0,00",TUV
,2017,Agriculture,"0,00",TUV
,2010,Industry,"0,00",TUV
,2017,Industry,"0,00",TUV
,2010,Manufacturing,"0,00",TUV
,2017,Manufacturing,"0,00",TUV
,2010,Services(value added),"0,00",TUV
,2017,Services(value added),"0,00",TUV
,2010,GDP,"20200000000,00",UGA
,2017,GDP,"25900000000,00",UGA
,2010,Agriculture,"5252000000,00",UGA
,2017,Agriculture,"6475000000,00",UGA
,2010,Industry,"3636000000,00",UGA
,2017,Industry,"5180000000,00",UGA
,2010,Manufacturing,"1818000000,00",UGA
,2017,Manufacturing,"2072000000,00",UGA
,2010,Services(value added),"9797000000,00",UGA
,2017,Services(value added),"12198900000,00",UGA
,2010,GDP,"136000000000,00",UKR
,2017,GDP,"112200000000,00",UKR
,2010,Agriculture,"9520000000,00",UKR
,2017,Agriculture,"11220000000,00",UKR
,2010,Industry,"35360000000,00",UKR
,2017,Industry,"26928000000,00",UKR
,2010,Manufacturing,"17680000000,00",UKR
,2017,Manufacturing,"13464000000,00",UKR
,2010,Services(value added),"74936000000,00",UKR
,2017,Services(value added),"56436600000,00",UKR
,2010,GDP,"289800000000,00",ARE
,2017,GDP,"382600000000,00",ARE
,2010,Agriculture,"2898000000,00",ARE
,2017,Agriculture,"3826000000,00",ARE
,2010,Industry,"153594000000,00",ARE
,2017,Industry,"168344000000,00",ARE
,2010,Manufacturing,"23184000000,00",ARE
,2017,Manufacturing,"34434000000,00",ARE
,2010,Services(value added),"112152600000,00",ARE
,2017,Services(value added),"179439400000,00",ARE
,2010,GDP,"2441200000000,00",GBR
,2017,GDP,"2622400000000,00",GBR
,2010,Agriculture,"24412000000,00",GBR
,2017,Agriculture,"26224000000,00",GBR
,2010,Industry,"439416000000,00",GBR
,2017,Industry,"498256000000,00",GBR
,2010,Manufacturing,"219708000000,00",GBR
,2017,Manufacturing,"236016000000,00",GBR
,2010,Services(value added),"1743016800000,00",GBR
,2017,Services(value added),"1838302400000,00",GBR
,2010,GDP,"14964400000000,00",USA
,2017,GDP,"19390600000000,00",USA
,2010,Agriculture,"149644000000,00",USA
,2017,Agriculture,"193906000000,00",USA
,2010,Industry,"2992880000000,00",USA
,2017,Industry,"3684214000000,00",USA
,2010,Manufacturing,"1795728000000,00",USA
,2017,Manufacturing,"2326872000000,00",USA
,2010,Services(value added),"11372944000000,00",USA
,2017,Services(value added),"14930762000000,00",USA
,2010,GDP,"40300000000,00",URY
,2017,GDP,"56200000000,00",URY
,2010,Agriculture,"2821000000,00",URY
,2017,Agriculture,"2810000000,00",URY
,2010,Industry,"10075000000,00",URY
,2017,Industry,"13488000000,00",URY
,2010,Manufacturing,"5642000000,00",URY
,2017,Manufacturing,"6744000000,00",URY
,2010,Services(value added),"23454600000,00",URY
,2017,Services(value added),"34394400000,00",URY
,2010,GDP,"39300000000,00",UZB
,2017,GDP,"48700000000,00",UZB
,2010,Agriculture,"7074000000,00",UZB
,2017,Agriculture,"8279000000,00",UZB
,2010,Industry,"11790000000,00",UZB
,2017,Industry,"14610000000,00",UZB
,2010,Manufacturing,"0,00",UZB
,2017,Manufacturing,"0,00",UZB
,2010,Services(value added),"16702500000,00",UZB
,2017,Services(value added),"20697500000,00",UZB
,2010,GDP,"700000000,00",VUT
,2017,GDP,"900000000,00",VUT
,2010,Agriculture,"147000000,00",VUT
,2017,Agriculture,"243000000,00",VUT
,2010,Industry,"84000000,00",VUT
,2017,Industry,"99000000,00",VUT
,2010,Manufacturing,"35000000,00",VUT
,2017,Manufacturing,"36000000,00",VUT
,2010,Services(value added),"0,00",VUT
,2017,Services(value added),"0,00",VUT
,2010,GDP,"393200000000,00",VEN
,2017,GDP,"0,00",VEN
,2010,Agriculture,"19660000000,00",VEN
,2017,Agriculture,"0,00",VEN
,2010,Industry,"188736000000,00",VEN
,2017,Industry,"0,00",VEN
,2010,Manufacturing,"47184000000,00",VEN
,2017,Manufacturing,"0,00",VEN
,2010,Services(value added),"153348000000,00",VEN
,2017,Services(value added),"0,00",VEN
,2010,GDP,"115900000000,00",VNM
,2017,GDP,"223900000000,00",VNM
,2010,Agriculture,"20862000000,00",VNM
,2017,Agriculture,"33585000000,00",VNM
,2010,Industry,"37088000000,00",VNM
,2017,Industry,"73887000000,00",VNM
,2010,Manufacturing,"15067000000,00",VNM
,2017,Manufacturing,"33585000000,00",VNM
,2010,Services(value added),"42767100000,00",VNM
,2017,Services(value added),"91575100000,00",VNM
,2010,GDP,"4300000000,00",U.S.
,2017,GDP,"3800000000,00",U.S.
,2010,Agriculture,"0,00",U.S.
,2017,Agriculture,"0,00",U.S.
,2010,Industry,"0,00",U.S.
,2017,Industry,"0,00",U.S.
,2010,Manufacturing,"0,00",U.S.
,2017,Manufacturing,"0,00",U.S.
,2010,Services(value added),"0,00",U.S.
,2017,Services(value added),"0,00",U.S.
,2010,GDP,"8900000000,00", West Bank and Gaza
,2017,GDP,"14500000000,00", West Bank and Gaza
,2010,Agriculture,"534000000,00", West Bank and Gaza
,2017,Agriculture,"435000000,00", West Bank and Gaza
,2010,Industry,"1780000000,00", West Bank and Gaza
,2017,Industry,"2900000000,00", West Bank and Gaza
,2010,Manufacturing,"1157000000,00", West Bank and Gaza
,2017,Manufacturing,"1595000000,00", West Bank and Gaza
,2010,Services(value added),"5420100000,00", West Bank and Gaza
,2017,Services(value added),"9193000000,00", West Bank and Gaza
,2010,GDP,"30900000000,00",YEM
,2017,GDP,"18200000000,00",YEM
,2010,Agriculture,"2472000000,00",YEM
,2017,Agriculture,"2912000000,00",YEM
,2010,Industry,"13596000000,00",YEM
,2017,Industry,"16562000000,00",YEM
,2010,Manufacturing,"2472000000,00",YEM
,2017,Manufacturing,"3276000000,00",YEM
,2010,Services(value added),"2224800000,00",YEM
,2017,Services(value added),"1729000000,00",YEM
,2010,GDP,"65956700000000,00", World
,2017,GDP,"80683800000000,00", World
,2010,Agriculture,"2638268000000,00", World
,2017,Agriculture,"3227352000000,00", World
,2010,Industry,"17808309000000,00", World
,2017,Industry,"20170950000000,00", World
,2010,Manufacturing,"10553072000000,00", World
,2017,Manufacturing,"12909408000000,00", World
,2010,Services(value added),"41750591100000,00", World
,2017,Services(value added),"52525153800000,00", World
,2010,GDP,"16943300000000,00", East Asia & Pacific
,2017,GDP,"23999300000000,00", East Asia & Pacific
